name,description,logoid,update_mode,type,typespecs,dps_common_stock_prim_issue_fy,fundamental_currency_code,dps_common_stock_prim_issue_fq,dividends_yield_current,dividends_yield,dividend_payout_ratio_ttm,dps_common_stock_prim_issue_yoy_growth_fy,continuous_dividend_payout,continuous_dividend_growth
HFBL,"Home Federal Bancorp, Inc. of Louisiana",home-federal-bancorp-of-louisiana,streaming,stock,common,0.5,USD,0.13,3.98607,4.0247674,47.06533776,4.16666667,19,9
HFFG,HF Foods Group Inc.,hf-foods,streaming,stock,common,0,USD,0,0,,0,,0,0
HFWA,Heritage Financial Corporation,heritage-financial,streaming,stock,common,0.92,USD,0.23,3.68025,3.798971,73.98472055,4.54545455,14,13
HG,"Hamilton Insurance Group, Ltd.",hamilton-insurance-ltd,streaming,stock,common,0,USD,0,0,,0,,0,0
HGBL,Heritage Global Inc.,heritage-global,streaming,stock,common,0,USD,0,0,,0,,0,0
HGTY,"Hagerty, Inc.",hagerty,streaming,stock,common,0,USD,0,0,,0,,0,0
HGV,Hilton Grand Vacations Inc.,hilton-grand-vacations,streaming,stock,common,0,USD,0,0,,0,,0,0
HHH,Howard Hughes Holdings Inc.,howard-hughes,streaming,stock,common,0,USD,0,0,,0,,0,0
HHS,"Harte Hanks, Inc.",harte-hanks,streaming,stock,common,0,USD,0,0,,0,,0,0
HI,Hillenbrand Inc,hillenbrand,streaming,stock,common,0.89,USD,0.225,2.98495,3.0100334,-28.36214567,1.13636364,17,16
HIFS,Hingham Institution for Savings,hingham-institution,streaming,stock,common,2.52,USD,0.63,0.970313,0.9703131,19.64054682,0,20,0
HIG,"The Hartford Insurance Group, Inc.",hartford-financial-services-grp,streaming,stock,common,1.93,USD,0.52,1.63172,1.758539,18.6358194,10.6017192,20,12
HIHO,Highway Holdings Limited,highway-limited,streaming,stock,common,0.15,USD,0.05,6.59341,8.791208,-69.20415225,-25,15,0
HII,"Huntington Ingalls Industries, Inc.",huntington-ingalls-industries,streaming,stock,common,5.25,USD,1.35,3.01857,3.075521,37.61849827,4.58167331,13,12
HIMS,"Hims & Hers Health, Inc.",hims-and-hers-health,streaming,stock,common,0,USD,0,0,,0,,0,0
HIPO,Hippo Holdings Inc.,hippo,streaming,stock,common,0,USD,0,0,,0,,0,0
HIT,"Health In Tech, Inc.",,streaming,stock,common,,USD,,0,,0,,0,0
HKIT,Hitek Global Inc.,hitek-global,streaming,stock,common,0,USD,0,0,,0,,0,0
HKPD,Hong Kong Pharma Digital Technology Holdings Limited,,streaming,stock,common,,USD,,,,,,,
HL,Hecla Mining Company,hecla-mining,streaming,stock,common,0.04,USD,0.01375,0.779727,0.29239765,71.04795737,60,14,2
HLF,Herbalife Ltd.,herbalife-nutrition,streaming,stock,common,0,USD,0,0,,0,,0,0
HLI,"Houlihan Lokey, Inc.",houlihan-lokey,streaming,stock,common,2.2,USD,0.57,1.30372,1.315258,43.16849082,3.77358491,10,9
HLIO,"Helios Technologies, Inc.",helios-technologies,streaming,stock,common,0.36,USD,0.09,0.912547,0.9125476,30.72196621,0,20,0
HLIT,Harmonic Inc.,harmonic,streaming,stock,common,0,USD,0,0,,0,,0,0
HLLY,Holley Inc.,holley,streaming,stock,common,0,USD,0,0,,0,,0,0
HLMN,Hillman Solutions Corp.,hillman-solutions,streaming,stock,common,0,USD,0,0,,0,,0,0
HLNE,Hamilton Lane Incorporated,hamilton-lane,streaming,stock,common,1.78,USD,0.49,1.22505,1.2538383,35.75162423,11.25,7,6
HLP,Hongli Group Inc.,hongli,streaming,stock,common,0,USD,0,0,,0,,0,0
HLT,Hilton Worldwide Holdings Inc.,hilton-worldwide,streaming,stock,common,0.6,USD,0.15,0.226449,0.2264493,9.76530712,0,3,0
HLVX,"HilleVax, Inc.",hillevax,streaming,stock,common,0,USD,0,0,,0,,0,0
HLX,"Helix Energy Solutions Group, Inc.",helix-energy-solutions,streaming,stock,common,0,USD,0,0,,0,,0,0
HLXB,Helix Acquisition Corp. II,helix-acquisition-corp,streaming,stock,common,,USD,0,0,,0,,0,0
HMN,Horace Mann Educators Corporation,horace-mann-educators,streaming,stock,common,1.36,USD,0.34,3.21285,3.2128513,54.54837157,3.03030303,20,15
HMR,Heidmar Maritime Holdings Corp.,,streaming,stock,common,,USD,,,,,,,
HMST,"HomeStreet, Inc.",homestreet,streaming,stock,common,0,USD,0,0,,0,-100,0,0
HNI,HNI Corporation,hni,streaming,stock,common,1.31,USD,0.33,2.83323,2.8332262,45.48295257,2.34375,20,14
HNNA,"Hennessy Advisors, Inc.",hennessy-ad,streaming,stock,common,0.55,USD,0.1375,4.9416,4.9415994,48.99777283,0,20,0
HNRG,Hallador Energy Company,hallador-energy,streaming,stock,common,0,USD,0,0,,0,,0,0
HNST,"The Honest Company, Inc.",the-honest-company,streaming,stock,common,0,USD,0,0,,0,,0,0
HNVR,"Hanover Bancorp, Inc.",hanover-bancorp,streaming,stock,common,0.4,USD,0.1,1.66182,1.6618198,24.6654745,0,4,0
HOFT,Hooker Furnishings Corporation,hooker-furnishings,streaming,stock,common,0.89,USD,0.23,7.03902,7.039021,-99.12724922,8.53658537,20,8
HOFV,Hall of Fame Resort & Entertainment Company,hall-of-fame-resort-and-entertainment-company,streaming,stock,common,0,USD,0,0,,0,,0,0
HOG,"Harley-Davidson, Inc.",harley-davidson,streaming,stock,common,0.69,USD,0.1725,2.70769,2.795031,20.74189864,4.54545455,20,4
HOLO,MicroCloud Hologram Inc.,,streaming,stock,common,0,USD,0,0,,0,,0,0
HOLX,"Hologic, Inc.",hologic,streaming,stock,common,0,USD,0,0,,0,,0,0
HOMB,"Home BancShares, Inc.",home-bancshares,streaming,stock,common,0.75,USD,0.195,2.55426,2.6043403,37.3041532,4.16666667,19,14
HON,Honeywell International Inc.,honeywell,streaming,stock,common,4.37,USD,1.13,2.07619,2.1231623,50.16703211,4.79616307,20,14
HOND,HCM II Acquisition Corp.,,streaming,stock,common,,USD,,0,,,,,
HONE,"HarborOne Bancorp, Inc.",harborone-bancorp,streaming,stock,common,0.32,USD,0.08,2.761,2.7610009,48.88481515,6.66666667,5,4
HOOD,"Robinhood Markets, Inc.",robinhood,streaming,stock,common,0,USD,0,0,,0,,0,0
HOOK,HOOKIPA Pharma Inc.,hookipa-pharma,streaming,stock,common,0,USD,0,0,,0,,0,0
HOPE,"Hope Bancorp, Inc.",hope-bancorp,streaming,stock,common,0.56,USD,0.14,5.12821,5.1282053,68.08510638,0,13,0
HOTH,"Hoth Therapeutics, Inc.",hoth-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
HOUR,"Hour Loop, Inc.",hour-loop,streaming,stock,common,0,USD,0,0,,0,,0,0
HOUS,Anywhere Real Estate Inc.,realogy,streaming,stock,common,0,USD,0,0,,0,,0,0
HOV,"Hovnanian Enterprises, Inc.",hovnanian-enterprises,streaming,stock,common,0,USD,0,0,,0,,0,0
HOVR,New Horizon Aircraft Ltd.,new-horizon-aircraft-ltd,streaming,stock,common,0,USD,0,0,,0,,0,0
HOWL,"Werewolf Therapeutics, Inc.",werewolf-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
HP,"Helmerich & Payne, Inc.",helmerich-payne,streaming,stock,common,1.51,USD,0.25,5.0547,3.7721615,44.3077737,-19.46666667,20,0
HPAI,Helport AI Limited,,streaming,stock,common,0,USD,,0,,,,0,0
HPE,Hewlett Packard Enterprise Company,hewlett-packard-enterprise,streaming,stock,common,0.52,USD,0.13,2.62494,2.624937,27.5030412,8.33333333,9,1
HPK,"HighPeak Energy, Inc.",highpeak-energy,streaming,stock,common,0.1,USD,0.04,1.23839,1.2383901,11.51707705,0,3,0
HPQ,HP Inc.,hp,streaming,stock,common,1.1024,USD,0.2894,3.61581,3.749919,40.10779734,4.99047619,20,8
HQI,"HireQuest, Inc.",command-center,streaming,stock,common,0.24,USD,0.06,1.58311,1.5831136,228.35394862,0,4,0
HQY,"HealthEquity, Inc.",healthequity,streaming,stock,common,0,USD,0,0,,0,,0,0
HRB,"H&R Block, Inc.",block-h-and-r,streaming,stock,common,1.25,USD,0.375,2.54999,2.7517886,36.75053681,9.64912281,3,2
HRI,Herc Holdings Inc.,herc-rentals,streaming,stock,common,2.66,USD,0.665,1.87831,1.9514915,35.91779416,5.13833992,4,3
HRL,Hormel Foods Corporation,hormel-foods,streaming,stock,common,1.13,USD,0.29,3.97311,4.051694,82.57113821,2.72727273,20,19
HRMY,"Harmony Biosciences Holdings, Inc.",harmony-biosciences,streaming,stock,common,0,USD,0,0,,0,,0,0
HROW,"Harrow, Inc.",harrow-health-11875-senior-notes-due-2027,streaming,stock,common,0,USD,0,0,,0,,0,0
HRTG,"Heritage Insurance Holdings, Inc.",heritage-insurance,streaming,stock,common,0,USD,0,0,,0,-100,0,0
HRTX,"Heron Therapeutics, Inc.",heron-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
HSCS,HeartSciences Inc.,heart-test-laboratories,streaming,stock,common,0,USD,0,0,,0,,0,0
HSDT,"Helius Medical Technologies, Inc.",helius-medical-technologies,streaming,stock,common,0,USD,0,0,,0,,0,0
HSIC,"Henry Schein, Inc.",henry-schein,streaming,stock,common,0,USD,0,0,,0,,0,0
HSII,"Heidrick & Struggles International, Inc.",heidrick-and-struggles,streaming,stock,common,0.6,USD,0.15,1.46377,1.4637716,32.67262034,0,17,0
HSON,"Hudson Global, Inc.",hudson-global,streaming,stock,common,0,USD,0,0,,0,,0,0
HSPO,Horizon Space Acquisition I Corp.,horizon-space-acquisition-i,streaming,stock,common,0,USD,0,0,,0,,0,0
HSPT,Horizon Space Acquisition II Corp.,,streaming,stock,common,,USD,,0,,,,0,0
HSTM,"HealthStream, Inc.",healthstream,streaming,stock,common,0.112,USD,0.028,0.331655,0.34053895,17.09662647,12,2,1
HSY,The Hershey Company,hershey,streaming,stock,common,5.48,USD,1.37,3.17295,3.1729486,50.29183951,22.98025135,20,15
HTB,"HomeTrust Bancshares, Inc.",hometrust-bancshares,streaming,stock,common,0.43,USD,0.11,1.22549,1.3071895,13.42407592,10.25641026,6,5
HTBK,Heritage Commerce Corp,heritage-commerce,streaming,stock,common,0.52,USD,0.13,4.90104,4.9010367,79.21998781,0,12,0
HTCO,High-Trend International Group,caravelle-international,streaming,stock,common,0,USD,0,0,,0,,0,0
HTCR,"Heartcore Enterprises, Inc.",heartcore-enterprises,streaming,stock,common,0,USD,0.02,3.22581,6.4516125,16.9707255,,0,0
HTGC,"Hercules Capital, Inc.",hercules-capital,streaming,stock,common,1.6,USD,0.4,7.65184,7.6518416,99.1756028,1.26582278,20,6
HTH,Hilltop Holdings Inc.,hilltop,streaming,stock,common,0.68,USD,0.17,2.15692,2.2507033,39.06025619,6.25,9,8
HTLD,"Heartland Express, Inc.",heartland-express,streaming,stock,common,0.08,USD,0.02,0.775194,0.7751938,-21.21453195,0,20,0
HTLM,HomesToLife Ltd,,streaming,stock,common,,USD,,0,,,,0,0
HTOO,Fusion Fuel Green PLC,fusion-fuel-green-plc,streaming,stock,common,0,USD,0,0,,,,0,0
HTZ,"Hertz Global Holdings, Inc",hertz,streaming,stock,common,0,USD,0,0,,0,,0,0
HUBB,Hubbell Inc,hubbell,streaming,stock,common,4.98,USD,1.32,1.3671,1.420921,34.65890901,8.73362445,20,17
HUBC,Hub Cyber Security Ltd.,hub-cyber-security-ltd,streaming,stock,common,0,USD,0,0,,0,,0,0
HUBG,"Hub Group, Inc.",hub-group,streaming,stock,common,0.5,USD,0.125,1.21654,1.2165451,29.38583603,,1,0
HUBS,"HubSpot, Inc.",hubspot,streaming,stock,common,0,USD,0,0,,0,,0,0
HUDI,"Huadi International Group Co., Ltd.",huadi-international-group,streaming,stock,common,0,USD,0,0,,0,,0,0
HUHU,HUHUTECH International Group Inc.,,streaming,stock,common,,USD,,0,,,,0,0
HUM,Humana Inc.,humana,streaming,stock,common,3.54,USD,0.885,1.30907,1.3090746,35.54538061,0,14,0
HUMA,"Humacyte, Inc.",humacyte,streaming,stock,common,0,USD,0,0,,0,,0,0
HUN,Huntsman Corporation,huntsman,streaming,stock,common,1,USD,0.25,5.90667,5.9066744,-106.08953957,5.26315789,18,4
HURA,"TuHURA Biosciences, Inc.",kintara-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
HURC,"Hurco Companies, Inc.",hurco-companies,streaming,stock,common,,USD,,3.58343,0,0,,11,10
HURN,Huron Consulting Group Inc.,huron-consulting,streaming,stock,common,0,USD,0,0,,0,,0,0
HUSA,Houston American Energy Corporation,houston-american-energy,streaming,stock,common,0,USD,0,0,,0,,0,0
HUT,Hut 8 Corp.,hut-8-mining,streaming,stock,common,0,USD,0,0,,0,,0,0
HVII,Hennessy Capital Investment Corp. VII,,streaming,stock,common,,USD,,0,,,,0,0
HVT,"Haverty Furniture Companies, Inc.",haverty-furniture-companies,streaming,stock,common,1.26,USD,0.32,5.51905,5.6066575,105.60724164,6.77966102,14,12
HWBK,"Hawthorn Bancshares, Inc.",hawthorn-bancshares,streaming,stock,common,0.74,USD,0.19,2.40729,2.4723487,28.35249042,10.95725372,20,13
HWC,Hancock Whitney Corporation,hancock-whitney,streaming,stock,common,1.5,USD,0.4,2.62559,3.1507087,28.395646,25,20,2
HWH,HWH International Inc.,,streaming,stock,common,0,USD,0,0,,0,,0,0
HWKN,"Hawkins, Inc.",hawkins,streaming,stock,common,0.64,USD,0.18,0.66673,0.68577963,17.86853861,10.34482759,20,19
HWM,Howmet Aerospace Inc.,howmet-aerospace,streaming,stock,common,0.26,USD,0.08,0.22694,0.29282576,9.24773253,52.94117647,9,4
HXL,Hexcel Corporation,hexcel,streaming,stock,common,0.6,USD,0.15,0.978381,1.073063,37.686075,20,3,2
HY,"Hyster-Yale, Inc.",hyster-yale-materials-handling,streaming,stock,common,1.375,USD,0.35,2.75482,2.7548208,17.06145848,5.97302505,13,12
HYAC,Haymaker Acquisition Corp. 4,haymaker-acquisition-4,streaming,stock,common,0,USD,0,0,,0,,0,0
HYFM,"Hydrofarm Holdings Group, Inc.",,streaming,stock,common,0,USD,0,0,,0,,0,0
HYLN,Hyliion Holdings Corp.,hyliion,streaming,stock,common,0,USD,0,0,,0,,0,0
HYMC,Hycroft Mining Holding Corporation,hycroft-mining,streaming,stock,common,0,USD,0,0,,0,,0,0
HYPR,"Hyperfine, Inc.",hyperfine,streaming,stock,common,0,USD,0,0,,0,,0,0
HZO,"MarineMax, Inc. (FL)",marinemax,streaming,stock,common,0,USD,0,0,,0,,0,0
IAC,IAC Inc.,iac-interactivecorp,streaming,stock,common,0,USD,0,0,,0,,0,0
IART,Integra LifeSciences Holdings Corporation,integra-lifesciences,streaming,stock,common,0,USD,0,0,,0,,0,0
IAS,Integral Ad Science Holding Corp.,integral-ad-science,streaming,stock,common,0,USD,0,0,,0,,0,0
IBAC,IB Acquisition Corp.,ib-acquisition,streaming,stock,common,0,USD,0,0,,0,,0,0
IBCP,Independent Bank Corporation,independent-bank-mass,streaming,stock,common,0.96,USD,0.24,2.88405,3.060624,30.37494067,4.34782609,11,10
IBEX,IBEX Limited,ibex,streaming,stock,common,0,USD,0,0,,0,,0,0
IBG,Innovation Beverage Group Limited,,streaming,stock,common,,USD,,0,,,,0,0
IBIO,"iBio, Inc.",ibio,streaming,stock,common,0,USD,0,0,,0,,0,0
IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,streaming,stock,common,0.85,USD,0.25,0.489237,0.48923677,12.27578637,112.5,14,1
IBM,International Business Machines Corporation,international-bus-mach,streaming,stock,common,6.67,USD,1.67,2.64617,2.6461732,103.94265233,0.60331825,20,19
IBO,"Impact BioMedical, Inc.",,streaming,stock,common,,USD,0,0,,0,,0,0
IBOC,International Bancshares Corporation,international-bancshares-corp,streaming,stock,common,1.32,USD,0.66,2.02985,2.0895522,20.09774814,4.76190476,20,15
IBP,"Installed Building Products, Inc.",installed-building-products,streaming,stock,common,1.4,USD,0.35,0.816803,0.8634773,15.37515375,6.06060606,4,3
IBRX,"ImmunityBio, Inc.",immunitybio,streaming,stock,common,0,USD,0,0,,0,,0,0
IBTA,"Ibotta, Inc.",ibotta,streaming,stock,common,0,USD,0,0,,0,,0,0
ICAD,icad inc.,icad,streaming,stock,common,0,USD,0,0,,0,,0,0
ICCC,ImmuCell Corporation,immucell-corporation,streaming,stock,common,0,USD,0,0,,0,,0,0
ICCH,"ICC Holdings, Inc.",icc,streaming,stock,common,0,USD,0,0,,0,,0,0
ICCM,IceCure Medical Ltd.,icecure-medical,streaming,stock,common,0,USD,0,0,,0,,0,0
ICCT,iCoreConnect Inc.,,streaming,stock,common,0,USD,0,0,,0,,0,0
ICE,Intercontinental Exchange Inc.,intercontinental-exchange,streaming,stock,common,1.8,USD,0.45,1.03908,1.108353,37.64587778,7.14285714,12,11
ICFI,"ICF International, Inc.",icf-international,streaming,stock,common,0.56,USD,0.14,0.706535,0.70653546,9.60911493,0,7,0
ICHR,Ichor Holdings,ichor,streaming,stock,common,0,USD,0,0,,0,,0,0
ICLR,ICON plc,icon,streaming,stock,common,0,USD,0,0,,0,,0,0
ICON,Icon Energy Corp.,icon-energy,streaming,stock,common,,USD,,,156.68204,,,,
ICU,SeaStar Medical Holding Corporation,seastar-medical,streaming,stock,common,0,USD,0,0,,0,,0,0
ICUI,"ICU Medical, Inc.",icu-medical,streaming,stock,common,0,USD,0,0,,0,,0,0
IDA,"IDACORP, Inc.",idacorp,streaming,stock,common,3.35,USD,0.86,2.86659,2.9174793,61.04116179,4.6875,20,13
IDAI,T Stamp Inc.,,streaming,stock,common,0,USD,0,0,,0,,0,0
IDCC,"InterDigital, Inc.",interdigital,streaming,stock,common,1.7,USD,0.45,0.795731,1.1233852,14.12358972,13.33333333,15,2
IDN,"Intellicheck, Inc.",intellicheck,streaming,stock,common,0,USD,0,0,,0,,0,0
IDR,"Idaho Strategic Resources, Inc.",idaho-strategic-resources,streaming,stock,common,0,USD,0,0,,0,,0,0
IDT,IDT Corporation,idt-corporation,streaming,stock,common,0.1,USD,0.05,0.411862,0.41186163,5.14226945,,1,0
IDXX,"IDEXX Laboratories, Inc.",idexx-laboratories,streaming,stock,common,0,USD,0,0,,0,,0,0
IDYA,"IDEAYA Biosciences, Inc.",ideaya-biosciences,streaming,stock,common,0,USD,0,0,,0,,0,0
IE,Ivanhoe Electric Inc.,ivanhoe-electric,streaming,stock,common,0,USD,0,0,,0,,0,0
IEP,Icahn Enterprises L.P.,icahn-enterprises,streaming,stock,common,3.5,USD,0.5,34.6878,19.821606,-367.49265015,-41.66666667,20,0
IESC,"IES Holdings, Inc.",ies,streaming,stock,common,0,USD,0,0,,0,,0,0
IEX,IDEX Corporation,idex,streaming,stock,common,2.76,USD,0.69,1.42026,1.4202645,41.48192681,7.8125,20,4
IFBD,"Infobird Co., Ltd",infobird-co-ltd,streaming,stock,common,0,USD,0,0,,0,,0,0
IFF,"International Flavors & Fragrances, Inc.",international-flavors-and-fragrances,streaming,stock,common,1.6,USD,0.4,1.95575,1.9557512,168.72297796,-50.61728395,20,0
IFRX,InflaRx N.V.,inflarx,streaming,stock,common,0,USD,0,0,,0,,0,0
IFS,Intercorp Financial Services Inc.,intercorp-financial-services,streaming,stock,common,,USD,,3.125,3.125,0,,17,0
IGC,"IGC Pharma, Inc.",india-globalization-capital,streaming,stock,common,0,USD,0,0,,0,,0,0
IGIC,International General Insurance Holdings Ltd.,international-general-insurance,streaming,stock,common,0.085,USD,0.025,0.325795,0.38328862,2.85781528,112.5,5,1
IGMS,"IGM Biosciences, Inc.",igm-biosciences,streaming,stock,common,0,USD,0,0,,0,,0,0
IGT,International Game Technology,international-game-technology,streaming,stock,common,0.8,USD,0.2,4.51213,4.5121264,46.80552305,0,13,0
IHRT,"iHeartMedia, Inc.",iheartmedia,streaming,stock,common,0,USD,0,0,,0,,0,0
IHS,IHS Holding Limited,ihs-holding,streaming,stock,common,0,USD,0,0,,0,,0,0
III,"Information Services Group, Inc.",isg,streaming,stock,common,0.175,USD,0.045,5.7508,5.7507987,-278.20710974,16.66666667,3,2
IIIN,"Insteel Industries, Inc.",insteel-industries-inc,streaming,stock,common,0.12,USD,0.03,0.426439,0.42643926,12.20008133,0,20,0
IIIV,"i3 Verticals, Inc.",i3-verticals,streaming,stock,common,0,USD,0,0,,0,,0,0
IINN,Inspira Technologies Oxy B.H.N. Ltd.,inspira-technologies-oxy,streaming,stock,common,0,USD,,0,,,,0,0
IKNA,"Ikena Oncology, Inc.",ikena-oncology,streaming,stock,common,0,USD,0,0,,0,,0,0
IKT,"Inhibikase Therapeutics, Inc.",inhibikase-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
ILAG,Intelligent Living Application Group Inc.,intelligent-living-application,streaming,stock,common,0,USD,0,0,,0,,0,0
ILLR,Triller Group Inc.,agba-limited,streaming,stock,common,0,USD,0,0,,0,,0,0
ILMN,"Illumina, Inc.",illumina,streaming,stock,common,0,USD,0,0,,0,,0,0
IMAX,Imax Corporation,imax,streaming,stock,common,0,USD,0,0,,0,,0,0
IMG,CIMG Inc.,nuzee,streaming,stock,common,0,USD,0,0,,0,,0,0
IMKTA,"Ingles Markets, Incorporated",ingles,streaming,stock,common,0.66,USD,0.165,1.07422,1.0742189,15.92856281,0,20,0
IMMR,Immersion Corporation,immersion,streaming,stock,common,0.165,USD,,2.05224,2.2388062,,,1,0
IMMX,"Immix Biopharma, Inc.",immix-biopharma,streaming,stock,common,0,USD,0,0,,0,,0,0
IMNM,"Immunome, Inc.",immunome,streaming,stock,common,0,USD,0,0,,0,,0,0
IMNN,"Imunon, Inc.",celsion,streaming,stock,common,0,USD,0,0,,0,,0,0
IMPP,Imperial Petroleum Inc.,imperial-petroleum,streaming,stock,common,0,USD,0,0,,0,,0,0
IMRX,Immuneering Corporation,immuneering,streaming,stock,common,0,USD,0,0,,0,,0,0
IMTE,Integrated Media Technology Limited,integrated-media,streaming,stock,common,0,USD,0,0,,0,,0,0
IMTX,Immatics N.V.,immatics,streaming,stock,common,0,USD,0,0,,0,,0,0
IMUX,"Immunic, Inc.",immunic,streaming,stock,common,0,USD,0,0,,0,,0,0
IMVT,"Immunovant, Inc.",immunovant,streaming,stock,common,0,USD,0,0,,0,,0,0
IMXI,"International Money Express, Inc.",international-money-express,streaming,stock,common,0,USD,0,0,,0,,0,0
INAB,"IN8bio, Inc.",in8bio-inc,streaming,stock,common,0,USD,0,0,,0,,0,0
INBK,First Internet Bancorp,first-internet-bancorp-fixed-to-floating-rate-subordinated-notes-due-2029,streaming,stock,common,0.24,USD,0.06,0.808898,0.8088979,8.30334902,0,12,0
INBS,Intelligent Bio Solutions Inc.,gbs-inc,streaming,stock,common,0,USD,0,0,,0,,0,0
INBX,"Inhibrx Biosciences, Inc.",inhibrx-biosciences,streaming,stock,common,,USD,0,0,,,,0,0
INCY,Incyte Corporation,incyte,streaming,stock,common,0,USD,0,0,,0,,0,0
INDB,Independent Bank Corp.,independent-bank-mass,streaming,stock,common,2.28,USD,0.57,3.32555,3.3255544,50.46145674,3.63636364,20,14
INDI,"indie Semiconductor, Inc.",indie-semiconductor,streaming,stock,common,0,USD,0,0,,0,,0,0
INDO,Indonesia Energy Corporation Limited,indonesia-energy-limited,streaming,stock,common,0,USD,0,0,,0,,0,0
INDP,"Indaptus Therapeutics, Inc.",indaptus-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
INFA,Informatica Inc.,informatica,streaming,stock,common,0,USD,0,0,,0,,0,0
INFN,Infinera Corporation,infinera,streaming,stock,common,,USD,,0,,0,,0,0
INFU,"InfuSystems Holdings, Inc.",infusystems,streaming,stock,common,0,USD,0,0,,0,,0,0
INGM,Ingram Micro Holding Corporation,,streaming,stock,common,,USD,,0,,0,,0,0
INGN,"Inogen, Inc",inogen,streaming,stock,common,0,USD,0,0,,0,,0,0
INGR,Ingredion Incorporated,ingredion,streaming,stock,common,3.16,USD,0.8,2.41942,2.4500422,32.56154235,6.04026846,20,14
INHD,Inno Holdings Inc.,,streaming,stock,common,0,USD,0,0,,0,,0,0
INKT,"MiNK Therapeutics, Inc.",mink-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
INLF,INLIF LIMITED,,streaming,stock,common,,USD,,0,,,,0,0
INLX,"Intellinetics, Inc.",intellinetics,streaming,stock,common,0,USD,0,0,,0,,0,0
INM,InMed Pharmaceuticals Inc.,inmed-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
INMB,INmune Bio Inc.,inmune-bio,streaming,stock,common,0,USD,0,0,,0,,0,0
INMD,InMode Ltd.,inmode,streaming,stock,common,0,USD,0,0,,0,,0,0
INNV,InnovAge Holding Corp.,innovage,streaming,stock,common,0,USD,0,0,,0,,0,0
INO,"Inovio Pharmaceuticals, Inc.",inovio,streaming,stock,common,0,USD,0,0,,0,,0,0
INOD,Innodata Inc.,innodata,streaming,stock,common,0,USD,0,0,,0,,0,0
INR,"Infinity Natural Resources, Inc.",,streaming,stock,common,,USD,,0,,,,0,0
INSE,"Inspired Entertainment, Inc.",inspired-entertainment,streaming,stock,common,0,USD,0,0,,0,,0,0
INSG,Inseego Corp.,inseego,streaming,stock,common,0,USD,0,0,,0,,0,0
INSM,Insmed Incorporated,insmed,streaming,stock,common,0,USD,0,0,,0,,0,0
INSP,"Inspire Medical Systems, Inc.",inspire-medical-systems,streaming,stock,common,0,USD,0,0,,0,,0,0
INSW,"International Seaways, Inc.",international-seaways,streaming,stock,common,5.77,USD,1.2,17.3117,1.4401438,68.70683496,-8.26709062,5,0
INTA,"Intapp, Inc.",intapp,streaming,stock,common,0,USD,0,0,,0,,0,0
INTC,Intel Corporation,intel,streaming,stock,common,,USD,,2.10704,0,0,,19,0
INTG,The Intergroup Corporation,the-intergroup,streaming,stock,common,0,USD,0,0,,0,,0,0
INTJ,Intelligent Group Limited,intelligent-limited,streaming,stock,common,,USD,,0,,,,0,0
INTR,Inter & Co. Inc.,inter-and-co,streaming,stock,common,3e-05,USD,0,0.00205224,2.0522387,0.00777212,,1,0
INTS,"Intensity Therapeutics, Inc.",intensity-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
INTT,inTest Corporation,intest-corporation,streaming,stock,common,0,USD,0,0,,0,,0,0
INTU,Intuit Inc.,intuit,streaming,stock,common,3.6,USD,1.04,0.632086,0.677701,36.25829362,15.38461538,13,12
INTZ,Intrusion Inc.,intrusion,streaming,stock,common,0,USD,0,0,,0,,0,0
INUV,"Inuvo, Inc.",inuvo,streaming,stock,common,0,USD,0,0,,0,,0,0
INV,"Innventure, Inc.",,streaming,stock,common,0,USD,0,0,,0,,0,0
INVA,"Innoviva, Inc.",innoviva,streaming,stock,common,0,USD,0,0,,0,,0,0
INVE,"Identiv, Inc.",identiv,streaming,stock,common,0,USD,0,0,,0,,0,0
INVX,"Innovex International, Inc.",dril-quip,streaming,stock,common,0,USD,0,0,,0,,0,0
INVZ,Innoviz Technologies Ltd.,innoviz-technologies,streaming,stock,common,0,USD,0,0,,0,,0,0
INZY,"Inozyme Pharma, Inc.",inozyme-pharma,streaming,stock,common,0,USD,0,0,,0,,0,0
IOBT,"IO Biotech, Inc.",io-biotech,streaming,stock,common,0,USD,0,0,,0,,0,0
IONQ,"IonQ, Inc.",ionq,streaming,stock,common,0,USD,0,0,,0,,0,0
IONS,"Ionis Pharmaceuticals, Inc.",ionis-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
IOSP,Innospec Inc.,innospec,streaming,stock,common,1.55,USD,0.79,1.49889,1.5278987,110.42245494,9.92907801,12,11
IOT,Samsara Inc.,samsara,streaming,stock,common,0,USD,0,0,,0,,0,0
IOVA,"Iovance Biotherapeutics, Inc.",iovance-biotherapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
