name,description,logoid,update_mode,type,typespecs,market_cap_basic,fundamental_currency_code,Perf.1Y.MarketCap,price_earnings_ttm,price_earnings_growth_ttm,price_sales_current,price_book_fq,price_to_cash_f_operating_activities_ttm,price_free_cash_flow_ttm,price_to_cash_ratio,enterprise_value_current,enterprise_value_to_revenue_ttm,enterprise_value_to_ebit_ttm,enterprise_value_ebitda_ttm
CXT,"Crane NXT, Co.",crane,streaming,stock,common,3194930328,USD,-0.72390573,17.52865442,,2.18040153,2.99816415,15.09564689,19.15813871,19.39962785,3842230328,2.58422809,13.46261502,10.32302614
CYBR,CyberArk Software Ltd.,cyber-ark-software,streaming,stock,common,17934755636,USD,68.34355271,,-8.43617517,16.92676334,,75.4983878,79.27932441,21.35594925,17114979636,17.10228974,,
CYCC,"Cyclacel Pharmaceuticals, Inc.",cyclacel-pharmaceuticals,streaming,stock,common,3731408,USD,2.27261856,,,10.72901781,,,,0.23925384,749408,10.12713514,,
CYCN,"Cyclerion Therapeutics, Inc.",cyclerion-therapeutics,streaming,stock,common,7235956,USD,-1.27931125,,,36.71814433,0.82428523,,,2.34833565,4363956,22.49461856,,
CYCU,"Cycurion, Inc.",western-acquisition-ventures,streaming,stock,common,9390501,USD,-75.21791639,,-0.02856534,,,,,61.24255511,10151526,,,
CYD,China Yuchai International Limited,china-yuchai-international-limited,streaming,stock,common,781210496.9999999,USD,142.1856644,17.25320339,1.65943997,0.31809531,,,,0.85307988,243649377.69609675,0.09166572,87.64460685,
CYH,"Community Health Systems, Inc.",community-health-systems,streaming,stock,common,418158883.99999994,USD,34.97057144,,-0.00309133,0.03489355,,0.82775,3.311,10.73837838,13080158884,1.0352322,15.47947797,9.82731697
CYN,Cyngn Inc.,,streaming,stock,common,11964958,USD,18.68480675,,,0.77243873,0.01387794,,,0.0323777,9818195,96.14558648,,
CYRX,"CryoPort, Inc.",cryoport,streaming,stock,common,275328340.00000006,USD,-63.63963687,,-0.00827255,1.23482651,0.7127374,,,1.00950213,268303340.0000001,1.18658963,,
CYTH,"Cyclo Therapeutics, Inc.",cyclo-therapeutics,streaming,stock,common,21860844,USD,-41.11271787,,,25.40947808,,,,23.52523593,33138093,38.05804703,,
CYTK,"Cytokinetics, Incorporated",cytokinetics,streaming,stock,common,5446891754,USD,-26.54494196,,,303.27263993,,,,5.04599174,5159179754,279.26706474,,
CZFS,"Citizens Financial Services, Inc.",citizens-financial-services,streaming,stock,common,287820871,USD,37.41276409,10.32863048,0.20143392,1.68504684,0.96023054,,,,555257871,3.27574169,,
CZNC,Citizens & Northern Corp,citizens-and-northern,streaming,stock,common,329091727,USD,16.07682589,12.65860311,1.68680384,2.01519018,1.19696425,,,,410586727,2.60961717,,
CZR,"Caesars Entertainment, Inc.",caesars,streaming,stock,common,7043082273.000001,USD,-18.25501831,,,0.62981325,1.68877099,6.35175943,,7.36301769,32079082273,2.85274187,14.1006955,8.91333211
CZWI,"Citizens Community Bancorp, Inc.",citizens-community,streaming,stock,common,153919871,USD,24.80576412,11.46572988,1.55916021,1.53306671,0.8550391,,,,170353871,1.71575488,,
D,"Dominion Energy, Inc.",dominion-energy,streaming,stock,common,48243093589,USD,18.47987633,20.96183037,1.15812344,3.3550136,1.83688393,9.61343962,,132.1650411,92932093589,6.4792647,23.91458919,14.74176612
DAC,Danaos Corporation,danaos,streaming,stock,common,1519986320,USD,12.25923323,3.03342478,,1.51369013,,2.49371915,,3.33288427,1801385320.001703,1.78430241,3.38255292,2.5532696
DAIO,Data I/O Corporation,data-i-o,streaming,stock,common,25953211,USD,-9.90047697,,,1.17523635,1.47244536,,,2.51337982,17787211,0.81708903,,
DAKT,"Daktronics, Inc.",daktronics,streaming,stock,common,718608781.0000001,USD,83.08675024,40.05249344,,0.96484855,2.74303546,9.65346667,12.42201952,5.87390511,655089781.0000001,0.7983039,9.93327846,7.79970926
DAL,"Delta Air Lines, Inc.",delta-air-lines,streaming,stock,common,38835233253,USD,47.47207973,11.27912649,,0.63198793,2.5414196,4.88451589,13.58691161,12.10943466,58369233253,0.94690687,9.73631914,6.86051167
DALN,DallasNews Corporation - Series A,dallasnews,streaming,stock,common,35487009,USD,55.88410596,,,0.26202109,,,,2.53696087,42274009,0.3295294,,
DAN,Dana Incorporated,dana-incorporated,streaming,stock,common,2156705883.9999995,USD,28.80851883,,,0.21193116,1.61744535,4.80135778,30.86587143,4.2954493,4818705884,0.46856339,14.51417435,6.40785357
DAR,Darling Ingredients Inc.,darling-ingredients,streaming,stock,common,5733728285.999999,USD,-9.98276537,20.93023256,,1.04011106,,,,76.51471431,5790775285.999999,1.01420543,20.44440426,7.35738281
DARE,"Dare Bioscience, Inc.",dare-bioscience,streaming,stock,common,27319222,USD,-44.2818598,,,14.06289124,,,,2.38574312,21979996,11.68330892,,
DASH,"DoorDash, Inc.",doordash,streaming,stock,common,83363873965,USD,68.66262738,748.83018868,,7.90956517,10.67290849,40.30593769,47.68715825,15.53647788,78375873965,7.3098185,,147.87900748
DATS,"DatChat, Inc.",datchat,streaming,stock,common,9681457,USD,127.75777045,,,13731.88961165,0.9774631,,,1.52046611,2356271,4575.28349515,,
DAVE,Dave Inc.,dave,streaming,stock,common,1284116643.0000002,USD,316.95910831,32.29387231,,4.21945164,8.20891384,14.15826149,14.19293572,18.68676967,1284697643.0000002,4.0217685,82.78757849,57.46288156
DAWN,"Day One Biopharmaceuticals, Inc.",day-one-biopharmaceuticals,streaming,stock,common,918271949,USD,-31.9794792,,,7.27373982,1.82220068,,,1.72292264,389153948.99999994,2.96699437,,
DAY,"Dayforce, Inc.",ceridian-hcm,streaming,stock,common,9775823076,USD,-11.00535962,552.00356189,,5.66667727,3.87087428,35.68118819,58.48386006,17.30202174,10429023076,5.92558129,74.3337354,29.78869773
DBD,Diebold Nixdorf Incorporated,diebold-nixdorf-incorporated,streaming,stock,common,1662861644,USD,36.75111503,,,0.42519094,1.78749898,11.14643432,12.61796662,5.06717855,2406661644,0.64158824,8.3797411,5.73697651
DBI,Designer Brands Inc.,designer-brands,streaming,stock,common,192672337,USD,-65.71584041,,,0.07154759,0.60422597,,,5.93517873,1495541337,0.49033531,35.60982278,13.73164883
DBX,"Dropbox, Inc.",dropbox,streaming,stock,common,7839476884.999999,USD,-2.212746,18.53067047,2.77048814,3.1243466,,8.91473437,9.14486462,4.99634175,9240776885,3.62639388,19.00221445,14.81606042
DC,Dakota Gold Corp.,dakota-gold,streaming,stock,common,286124262,USD,63.82710305,,,,3.04336035,,,19.29932999,271569628,,,
DCGO,DocGo Inc.,docgo,streaming,stock,common,315126052,USD,0.94774332,16.73889491,0.11513435,0.64793989,0.98126389,4.47707913,4.73520003,3.52867153,277332979,0.44981051,9.66696605,6.22190697
DCI,"Donaldson Company, Inc.",donaldson,streaming,stock,common,8251041397.000001,USD,-2.58942354,20.19466854,1.69571505,2.25833269,,19.46965181,24.2554251,44.3549762,8639341397,2.37775676,15.54397517,13.17374412
DCO,Ducommun Incorporated,ducommun-incorporated,streaming,stock,common,868365589,USD,28.02595427,27.9369013,0.33102556,1.10218811,1.26950467,25.89364424,44.13968181,23.83060287,1103371589,1.40279726,18.81121113,11.98105816
DCOM,"Dime Community Bancshares, Inc.",dime-community-bancshares,streaming,stock,common,1352789604,USD,86.95311647,52.2413212,,1.93181395,1.05652044,12.75825786,13.61863393,,1165105604,1.80898761,,
DCTH,"Delcath Systems, Inc.",delcath-systems,streaming,stock,common,453068515,USD,411.09648788,,,19.92678521,46.3238419,,,32.75715925,442146515,19.52598989,,
DD,"DuPont de Nemours, Inc.",dupont-de-nemours,streaming,stock,common,34183876227,USD,17.10604949,48.96114005,0.60238208,2.73283029,1.46378576,18.51889063,26.97507177,18.42908998,40347876227,3.25753885,22.06007448,13.34696534
DDC,DDC Enterprise Limited,ddc-enterprise-limited,streaming,stock,common,21971351,USD,-28.30870975,,,,,,,,,,,
DDD,3D Systems Corporation,3-d-systems,streaming,stock,common,459752418.00000006,USD,-7.96924547,,-0.00206042,1.03954352,2.09629346,,,2.3577748,556539418.0000001,1.25362245,,
DDOG,"Datadog, Inc.",datadog,streaming,stock,common,39949149066,USD,-10.18492042,226.97176241,0.74637499,15.26576755,14.68997905,48.32002302,50.32702743,10.04224505,37602270066,14.00835237,692.69527054,278.02459235
DDS,"Dillard's, Inc.",dillards,streaming,stock,common,6188163203,USD,2.55168988,10.54590201,,0.96219607,3.44423293,8.66339588,10.15017391,5.92806727,5699863203,0.86489791,7.70037422,6.2086902
DE,Deere & Company,deere,streaming,stock,common,130493110738,USD,28.33884004,21.30991322,,2.72328335,5.80511131,14.53526335,30.95014586,16.75228624,187418110738,3.90048097,17.01789801,14.24149778
DECA,Denali Capital Acquisition Corp.,denali-capital-acquisition,streaming,stock,common,39892043.6848687,USD,,82.58774948,,,,,,3103.27374536,42506120.6848687,,,
DECK,Deckers Outdoor Corporation,deckers-outdoor,streaming,stock,common,21151173987,USD,-2.8588235,22.61933746,0.68233864,4.28692003,8.03926874,19.50377783,21.15559282,9.47668124,19167279987,3.89351977,16.56822287,15.62445128
DELL,Dell Technologies Inc.,dell,streaming,stock,common,72106310955,USD,24.10550781,16.52674579,0.4090341,,,,,,93135310955,0.97430027,13.96122185,
DENN,Denny's Corporation,denny-s,streaming,stock,common,256506982.00000003,USD,-45.58001916,12.1042377,0.78202718,0.58342486,,8.80802591,282.92185185,92.62562767,661898982.0000001,1.46329699,13.99067812,10.64711152
DERM,Journey Medical Corporation,journey-medical,streaming,stock,common,117610339,USD,73.16583112,,-0.57297502,1.98370966,10.68128783,,,5.14793554,116218339,2.01170724,,
DESP,"Despegar.com, Corp.",despegar-com,streaming,stock,common,1606555974,USD,182.81051333,96100,,2.13147545,,23.63245985,235.62405699,7.37104405,1576298974,2.0842355,12.92069521,9.37921478
DEVS,DevvStream Corp.,,streaming,stock,common,11334380,USD,-91.0130299,,,,0.41241802,,,85.72605849,13976462,,,
DFH,"Dream Finders Homes, Inc.",dream-finders-homes,streaming,stock,common,2234078631,USD,-30.33702117,7.45347424,0.4076343,0.52979301,1.79455329,,,7.06352425,3373891631,0.75797895,7.79492189,7.49675396
DFIN,"Donnelley Financial Solutions, Inc.",donnelley-financial-solutions,streaming,stock,common,1418155364,USD,-21.92209412,16.18083891,1.18294541,1.85464893,3.26223156,8.66243717,14.08881179,25.86636998,1505255364,1.92512516,11.32622546,7.43703243
DFLI,Dragonfly Energy Holdings Corp,,streaming,stock,common,13786545,USD,-53.88954001,,,0.2905007,,,,1.64088421,56437545,1.15482689,,
DFS,Discover Financial Services,discover-financial-services,streaming,stock,common,49110609964,USD,54.98277072,12.54176519,0.26846022,2.02905376,2.90805906,5.82302123,6.01433785,,65475609964,2.76455033,,
DG,Dollar General Corporation,dollar-general,streaming,stock,common,16314086597,USD,-48.11558149,12.21673254,,0.40519959,2.22183817,5.18908694,9.90175378,30.37536497,33343011597,0.83012355,16.67549124,11.33888106
DGICA,"Donegal Group, Inc.",donegal,streaming,stock,common,576024552,USD,22.35253522,11.54455446,0.01139079,0.59967862,,,,,611024552,0.6174429,,
DGII,Digi International Inc.,digi-international,streaming,stock,common,1126901381.9999998,USD,11.72260146,31.86228482,0.26180875,2.72798804,1.90730403,12.16000616,12.49324246,44.1384546,1209555381.9999998,2.86744768,21.81934485,13.59845507
DGLY,"Digital Ally, Inc.",digital-ally,streaming,stock,common,6054801,USD,18.87350417,,,0.01453766,,,,0.70318455,11270214,0.53334669,,
DGNX,Diginex Limited,,streaming,stock,common,1580130000,USD,,,,1616.8630356,,,,19112.78792424,1586882064.5,1644.10664302,,
DGX,Quest Diagnostics Incorporated,quest-diagnostics,streaming,stock,common,19188108165,USD,38.3767794,22.46329739,7.93451515,1.96364972,2.83149911,14.64595202,21.49361936,35.58779599,25844108165,2.61792019,18.29023932,13.55934321
DH,Definitive Healthcare Corp.,definitive-healthcare,streaming,stock,common,491887455.99999994,USD,-45.26299167,,-0.01403146,2.24374194,0.82828583,6.38360075,8.1021554,1.28031055,617654455.9999999,2.44904662,,14.73201488
DHAI,"DIH Holding US, Inc.",dih-us,streaming,stock,common,23019644,USD,-38.47519272,,,0.20326878,,14.43682935,25.68259124,15.04266059,36932644,0.53084737,,
DHI,"D.R. Horton, Inc.",dr-horton,streaming,stock,common,39960683146,USD,-16.37708115,8.96069758,5.00904157,1.11419251,1.61488285,13.71205492,14.34036622,13.35864223,42560683146,1.16005514,7.12372301,7.01661525
DHIL,"Diamond Hill Investment Group, Inc.",diamond-hill,streaming,stock,common,407364085,USD,-6.22187679,9.33098367,0.96643787,2.57185443,2.40433498,7.46924839,7.66875623,9.40430044,372320979,2.4618402,6.91487969,6.76112297
DHR,Danaher Corporation,danaher,streaming,stock,common,148488124878.00003,USD,-20.8619984,39.28969912,,6.2742627,3.01556669,22.62123684,28.567,72.80598268,163563124878.00003,6.85081151,31.55152872,21.70423632
DHT,"DHT Holdings, Inc.",dht,streaming,stock,common,1669542722,USD,-0.64327486,9.20747996,0.69250457,2.89543699,1.59329399,5.5861719,8.27455626,21.34973806,2005282722,3.53145319,11.2157923,6.89871066
DHX,"DHI Group, Inc.",dhi-group,streaming,stock,common,118391892,USD,-14.51669517,537.77777778,,0.73416809,1.02064486,5.2783483,15.61687614,30.00616964,157309892,1.10839375,21.15517644,6.1913528
DIBS,"1stdibs.com, Inc.",1stdibs,streaming,stock,common,134367984.99999997,USD,-30.45359148,,,1.59780088,1.33335749,383.05677799,,1.28689791,48246984.99999996,0.54666468,,
DIN,"Dine Brands Global, Inc. Common Stock",dineequity,streaming,stock,common,382381526,USD,-45.07708154,4.1692988,0.17097792,0.47262544,,2.88444784,3.27679387,1.73283595,1752634526.0000002,2.15354226,9.59795474,7.92821289
DINO,HF Sinclair Corporation,hf-sinclair,streaming,stock,common,6645127273.000001,USD,-40.08587076,42.80859328,,0.22964336,0.71621717,5.95124363,10.2810958,8.30198486,9011127273,0.31523844,30.43579989,7.98267884
DIOD,Diodes Incorporated,diodes-inc,streaming,stock,common,2287969560.9999995,USD,-19.55593969,52.00084246,,1.77431935,1.27439263,19.18268397,49.36510439,7.11101549,2131129560.9999995,1.62542678,41.46166461,11.30278899
DIS,Walt Disney Company (The),walt-disney,streaming,stock,common,205726373046,USD,-0.52925798,36.95045133,0.40533664,2.19748045,2.12119715,13.8008405,24.59443652,37.71206708,250354373046,2.71864274,19.73469754,14.13712649
DIT,AMCON Distributing Company,amcon-distributing-company,streaming,stock,common,85194530,USD,-31.25932278,22.47135536,,0.0296039,0.7578293,3.51983086,26.36263917,151.13126191,304174558,0.10952186,17.0618495,10.96544579
DJCO,Daily Journal Corp. (S.C.),daily-journal-corporation,streaming,stock,common,541700319,USD,17.32336057,7.08878146,0.01866855,7.37279435,1.8698471,165.18443747,167.43184479,1.39067494,180918319,2.52531084,43.18890403,40.59194952
DJT,Trump Media & Technology Group Corp.,digital-world-acquisition-corp,streaming,stock,common,5303575101,USD,298.38297064,,-0.01040597,1451.20951166,5.82080612,,,6.84596772,4540048901,1254.57303554,,
DK,"Delek US Holdings, Inc.",delek-us-holdings,streaming,stock,common,1018965591,USD,-39.41880227,,,0.08306951,3.25960885,,,1.40119961,3408965591,0.28254062,,21.60307726
DKL,"Delek Logistics Partners, L.P.",delek-us-holdings,streaming,stock,common,2308776839.9999995,USD,13.99286911,14.36441951,4.04459841,2.26234411,62.34330846,10.43123679,26.93176141,408.05820368,4190133839.999999,4.45457524,19.79344541,13.37871683
DKNG,DraftKings Inc.,draftkings,streaming,stock,common,21489479550,USD,5.96651395,,,4.37467214,21.22511397,51.23353448,52.51264135,26.59549247,22019775550,4.61853308,,
DKS,Dick's Sporting Goods Inc,dicks-sporting-goods,streaming,stock,common,18340017694,USD,27.43141759,16.08328153,0.63573873,1.36760064,5.91366211,12.91324141,26.63894662,12.77401277,21370608694,1.5918078,14.15885337,11.11737559
DLB,Dolby Laboratories,dolby-laboratories,streaming,stock,common,7865333069,USD,0.51485583,30.10217255,0.74326888,5.98846614,3.13571526,18.62724829,20.07461144,12.96178523,7307183069,5.55617632,26.3327606,19.79955202
DLHC,DLH Holdings Corp.,dlh,streaming,stock,common,72795527.00000001,USD,-65.99367472,11.63485859,0.04965324,0.18780989,0.65320496,6.85030957,7.72176255,163.3897561,250669527,0.64461175,10.56830081,6.14024904
DLNG,Dynagas LNG Partners LP,dynagas,streaming,stock,common,147351088,USD,33.11806123,3.0684259,0.10376952,0.97046581,0.42161004,1.84298675,1.84298672,2.82979927,553790088.0001401,3.65082562,7.31839262,5.125835
DLO,DLocal Limited,dlocal,streaming,stock,common,2721432589.0000005,USD,-18.94414453,21.15810452,12.19552702,5.75139075,6.3945123,16.95269571,17.10806662,4.33828288,2073518589.0000005,2.9302092,14.67894625,13.2951096
DLPN,"Dolphin Entertainment, Inc.",,streaming,stock,common,12501470,USD,-49.69964361,,-0.05119539,0.11302581,0.45757055,,,0.92954673,31254954,0.60819579,,125.49670347
DLTH,Duluth Holdings Inc.,duluth,streaming,stock,common,96736622.99999999,USD,-41.32933467,,-0.01045854,0.14789867,0.51412248,7.96105245,,9.85345474,291452623,0.46191055,,18.9970423
DLTR,"Dollar Tree, Inc.",dollar-tree,streaming,stock,common,15667715096,USD,-49.92756799,,,0.50429799,2.05172857,5.15246689,18.3664894,22.47630734,25519815096,0.81742666,188.8957446,23.24209025
DLX,Deluxe Corporation,deluxe-corp,streaming,stock,common,731331013,USD,-13.17339257,13.94560705,0.13875644,0.34324968,1.17506632,3.80404672,7.39853041,2.41304057,1989761012.9999995,0.93780786,9.0774183,5.17166268
DM,"Desktop Metal, Inc.",desktop-metal,streaming,stock,common,76018435,USD,-60.1602143,,,0.43097758,1.04974309,,,2.45980769,185084435,1.09984036,,
DMAA,Drugs Made In America Acquisition Corp.,,streaming,stock,common,208080000.00000003,USD,,,,,,,,138825.36855847,208629920.00000003,,,
DMAC,DiaMedica Therapeutics Inc.,diamedica-therapeutics,streaming,stock,common,279226609,USD,132.3949762,,,,5.82240332,,,5.56144387,229394609,,,
DMLP,"Dorchester Minerals, L.P.",dorchester-minerals-lp,streaming,stock,common,1439601973,USD,21.39682216,13.97261533,,9.10317925,3.95728578,10.85353463,10.85353463,33.86661287,1396136973,8.64358,15.10169902,10.33892173
DMN,Damon Inc.,,streaming,stock,common,3723220,USD,,,,,,,,4.61125461,9995543,,,
DMRC,Digimarc Corporation,digimarc,streaming,stock,common,352319263,USD,-32.09717981,,,8.60474777,5.73233669,,,12.22408632,329633263,8.5801776,,
DMYY,"dMY Squared Technology Group, Inc.",dmy-squared-technology,streaming,stock,common,44081278,USD,,,,,2.3059327,,,114.59267231,45136117,,,
DNA,"Ginkgo Bioworks Holdings, Inc.",ginkgo-bioworks,streaming,stock,common,473616222,USD,-83.80496564,,,2.04788987,0.59108905,,,0.78150261,373936222.00000006,1.64698415,,
DNB,"Dun & Bradstreet Holdings, Inc.",dun-and-bradstreet,streaming,stock,common,4004553503.999999,USD,-12.75114541,,,1.64417643,1.21414946,8.98280842,9.10155148,19.0236985,7391453504,3.10343599,26.91716498,8.67337891
DNLI,Denali Therapeutics Inc.,denali-therapeutics-inc,streaming,stock,common,2404766832,USD,-3.33337057,,-0.05291557,,1.92073266,,,3.3840222,1626757832,,,
DNOW,DNOW Inc.,now,streaming,stock,common,1688884739.0000002,USD,13.16867673,21.42665594,,0.72144964,1.50207734,5.73778523,5.91647059,6.67914063,1503884739.0000002,0.63374831,11.3930662,9.05954662
DNTH,"Dianthus Therapeutics, Inc.",magenta-therapeutics,streaming,stock,common,639294472.0000001,USD,-13.66817703,,,134.30546485,1.87723247,,,2.63056856,358482472.0000001,66.80627507,,
DNUT,"Krispy Kreme, Inc.",krispy-kreme,streaming,stock,common,1057563024.9999998,USD,-52.96583255,403.24675325,,0.63284118,0.92927902,23.03263419,,36.0099502,2411032024.9999995,1.44772209,554.7537752,17.47844945
DOCN,"DigitalOcean Holdings, Inc.",digitalocean,streaming,stock,common,3945104866.999999,USD,19.41874134,49.2868645,0.00073567,5.16515163,,14.30793669,42.04914035,9.44158984,5211790867,6.67651898,57.26802188,23.57636328
DOCS,"Doximity, Inc.",doximity,streaming,stock,common,13228451265,USD,162.41794793,70.37332801,1.36026648,25.52871459,12.82555068,59.72397391,61.43588788,16.87389223,12396458265,22.53213248,55.34825007,52.89719763
DOCU,"DocuSign, Inc.",docusign,streaming,stock,common,16802264814.999998,USD,54.46102839,17.13220451,0.0090788,5.82367432,8.4450266,17.71127629,19.51885422,18.41948227,15990527814.999998,5.48960693,89.23136228,56.71747477
DOGZ,Dogness (International) Corporation,dogness-international,streaming,stock,common,356458425,USD,394.80736599,,-0.22261946,19.26656581,4.66502613,387.796831,,45.36794912,367762446,24.76864718,,
DOLE,Dole plc,dole,streaming,stock,common,1389147822,USD,32.17782916,11.12124667,,0.1634597,1.07511868,4.87229103,6.85203901,4.13684239,2496077822,0.29451054,10.15813733,7.24466774
DOMH,Dominari Holdings Inc.,dominari-holdings,streaming,stock,common,112280434,USD,709.29279216,,,3.90583747,1.27927154,,,6.8804622,108256434,8.59928779,,
DOMO,"Domo, Inc.",domo,streaming,stock,common,297217551,USD,-25.06868389,,-2.61771804,0.94135817,,,,7.21131827,389932551,1.22443949,,
DORM,"Dorman Products, Inc.",dorman-products,streaming,stock,common,4020252351,USD,31.03120644,21.39300244,0.41743183,1.96062219,3.10651768,17.51191697,21.11444105,70.81358629,4569572351,2.27432768,14.61257807,12.36975313
DOUG,Douglas Elliman Inc.,douglas-elliman,streaming,stock,common,163175600,USD,9.55353627,,-0.02321239,0.16412747,0.9679518,,,0.98761911,163155600,0.16872382,,
DOV,Dover Corporation,dover,streaming,stock,common,27276293906.999996,USD,17.97601632,10.21916949,0.06363282,3.32008692,3.92213505,36.73204815,47.32664675,14.90044781,28594515906.999996,3.49326592,20.92297982,16.71837059
DOW,Dow Inc.,dow,streaming,stock,common,26823034488,USD,-29.33737784,24.34055055,0.26572386,0.63033286,1.54506995,9.21623782,,10.14970408,42318034488,0.98496496,20.61277861,8.55428229
DOX,Amdocs Limited,amdocs,streaming,stock,common,9786221926.000002,USD,-7.05445401,20.1092468,,2.0063912,2.82490723,15.00356279,17.39738339,27.83961184,10272601926.000002,2.10943098,13.19075254,10.56424915
DPZ,Domino's Pizza Inc,dominos-pizza,streaming,stock,common,16797006658.999996,USD,5.74390429,29.3373032,2.09400215,3.55126691,,27.15844546,33.14615887,36.70058452,21531823658.999996,4.57499372,24.44647964,22.23199821
DRCT,"Direct Digital Holdings, Inc.",direct-digital,streaming,stock,common,6118351,USD,-91.2811804,,,0.03784264,,,,0.88026927,27970351,0.29687159,,
DRDB,Roman DBDR Acquisition Corp. II,,streaming,stock,common,304827000,USD,,,,,,,,,305069512,,,
DRI,"Darden Restaurants, Inc.",darden,streaming,stock,common,23483246220.000004,USD,11.68143647,22.98668685,4.10419454,1.99143595,11.34478036,14.16970483,22.73020033,98.19634783,31290146220.000004,2.70229519,23.10088315,16.99350797
DRIO,DarioHealth Corp.,dariohealth,streaming,stock,common,26714510.00000001,USD,-55.95292777,,,1.19225431,0.37255143,,,1.71398436,40790510,1.76949983,,
DRMA,"Dermata Therapeutics, Inc.",dermata-therapeutics,streaming,stock,common,6108325,USD,108.60547667,,,,0.40340988,,,0.28847766,-35427,,,
DRRX,DURECT Corporation,durect,streaming,stock,common,24771500,USD,-15.0581071,,,2.81099066,20.35195103,,,2.38715517,28135500,3.27385385,,
DRS,"Leonardo DRS, Inc.",leonardo,streaming,stock,common,8050890807,USD,33.91558598,38.35012594,1.49401472,2.48579621,3.15651985,30.22022048,44.03053629,13.69511664,7817890807,2.41740594,26.23453291,20.09740567
DRTS,Alpha Tau Medical Ltd.,alpha-tau-medical-ltd,streaming,stock,common,211170950.00000003,USD,-7.87918971,,-0.38886049,,3.04844196,,,3.08995144,155311950.00000003,,,
DRVN,Driven Brands Holdings Inc.,driven-brands,streaming,stock,common,2872056401,USD,20.68911629,,,1.11288035,4.72912092,11.64741214,,12.7812493,6733991401,2.87828088,27.92460844,15.67754458
DSGN,"Design Therapeutics, Inc.",design-therapeutics,streaming,stock,common,275178245,USD,68.15423913,,,,1.09001848,,,1.08305751,23626244.99999997,,,
DSGR,"Distribution Solutions Group, Inc.",distribution-solutions-group-inc,streaming,stock,common,1380780657,USD,-3.19435223,735.16209476,,0.80630096,2.02828732,35.97944241,76.15049378,18.50519212,2146411657,1.24150413,25.43473269,13.8633799
DSP,Viant Technology Inc.,viant-technology,streaming,stock,common,1256407951,USD,139.73036548,1080.54054054,,5.2569228,21.21900476,22.83114309,23.95941562,6.22550528,1286443951,4.88052882,,83.2542034
DSS,"DSS, Inc.",dss,streaming,stock,common,6361508,USD,-54.29276242,,,0.30734004,0.12205506,,,0.54694421,76697508,3.7062679,,
DSWL,"Deswell Industries, Inc.",deswell-industries,streaming,stock,common,37769702,USD,8.63636527,3.65884532,0.05453665,0.57001003,0.38243528,3.15980398,3.26045727,0.57437439,-27987298.00000001,,,
DSX,Diana Shipping inc.,diana-shipping,streaming,stock,common,211600900,USD,-31.9758608,172.22222222,,0.98073139,,2.70256172,,1.07457245,641959900.002604,2.81303498,12.21454611,6.60126584
DSY,Big Tree Cloud Holdings Limited,big-tree-cloud-limited,streaming,stock,common,9851510,USD,,,,,,,,136.88218198,13364868,,,
DT,"Dynatrace, Inc.",dynatrace,streaming,stock,common,17137789597,USD,20.33094804,35.94976452,0.25795655,10.6412479,6.7119051,40.56372913,42.69047324,17.24061235,16205293597,9.9153394,101.51021409,75.3184586
DTC,"Solo Brands, Inc.",solo-brands,streaming,stock,common,68394939,USD,-69.70590256,,,0.09114874,0.26005033,2.10113158,6.12886551,3.49611209,332243938.99999994,0.69750644,,104.02127082
DTCK,Davis Commodities Limited,davis-commodities-limited,streaming,stock,common,24500600,USD,,69.93006993,,0.18813475,2.86442668,16.80938852,16.80058218,24.36131477,23936128.5002767,0.20197815,374.11891998,194.09770111
DTE,DTE Energy Company,dte-energy,streaming,stock,common,27708306358.000004,USD,23.17964775,19.75764741,376.49088644,2.2128738,2.36762464,7.54120352,,314.75955129,50866306358,4.12106509,28.7055905,14.29230299
DTI,Drilling Tools International Corporation,drilling-tools-international,streaming,stock,common,114964548.00000001,USD,25.50348925,11.91442272,0.48455799,0.70324093,0.9099463,7.29676706,,9.05919161,171058548.00000003,1.14199673,10.59579708,4.42103143
DTIL,"Precision BioSciences, Inc.",precision-biosciences,streaming,stock,common,42536644,USD,-42.35009651,105.47945205,,0.53273916,0.62158933,,,0.3881135,-28358356,,,
DTM,"DT Midstream, Inc.",dt-midstream,streaming,stock,common,9739540598,USD,73.03590783,26.72358651,,9.54687245,2.10423784,7.84125227,10.94231248,142.41097866,13331540598,13.58974577,27.26286421,18.61947011
DTSQ,DT Cloud Star Acquisition Corporation,,streaming,stock,common,90611200,USD,,,,,1.30588997,,,203.68924806,90166350,,,
DTSS,Datasea Inc.,datasea,streaming,stock,common,16326896,USD,-12.21750965,,-0.00062647,0.33667287,4.82631894,,,58.30809046,17365125,0.36725042,,
DTST,Data Storage Corporation,data-storage-corporation,streaming,stock,common,27847060,USD,-7.16861274,199.49748744,,1.1152156,1.33366031,12.87068118,34.27740437,2.45127607,16507362,0.65651529,,16.1127605
DUK,Duke Energy Corporation (Holding Company),duke-energy,streaming,stock,common,91226401059,USD,29.04222387,20.71622527,0.3801649,2.95098231,1.8548286,7.39333849,,289.23493631,178244401059,5.8716079,22.45457307,12.98116678
DUO,Fangdd Network Group Ltd.,,streaming,stock,common,17026799999.999998,USD,,,,288.32766567,578.85057471,,,494.08567394,17005519249.110588,452.7315919,,
